sku_id,nombre_producto,categoria_farmaceutica,principio_activo,presentacion,laboratorio,precio_unitario,costo_unitario,requiere_receta,clasificacion_atc,es_controlado,temperatura_controlada,volumen_unidades
SKU19573,Bálsamo Iluminador con Ácido Hialurónico,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Caja,CeraVe,85.37,48.04,0,V03,0,0,1
SKU19574,Crema Reafirmante con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Unidad,La Roche-Posay,94.17,55.6,0,V03,0,0,2
SKU19575,Gel Anti-edad con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Unidad,Avene,108.43,65.51,0,V03,0,0,30
SKU19576,Loción Regenerador con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Paquete,Eucerin,74.46,42.02,0,V03,0,0,30
SKU19577,Sérum Regenerador con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Unidad,L'Oréal,56.42,36.52,0,V03,0,0,3
SKU19578,Espuma Anti-edad con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Kit,Isdin,12.56,8.78,0,V03,0,0,10
SKU19579,Leche Anti-edad con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Paquete,L'Oréal,10.5,7.07,0,V03,0,0,2
SKU19580,Bálsamo Calmante con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Paquete,Avene,24.44,16.07,0,V03,0,0,2
SKU19581,Crema Iluminador con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Paquete,L'Oréal,46.79,25.94,0,V03,0,0,1
SKU19582,Gel Reafirmante con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Paquete,Vichy,76.92,52.02,0,V03,0,0,5
SKU19583,Loción Hidratante con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Caja,L'Oréal,62.2,35.16,0,V03,0,0,50
SKU19584,Sérum Hidratante con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Kit,Avene,77.96,50.5,0,V03,0,0,1
SKU19585,Espuma Reafirmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Caja,Eucerin,77.94,52.96,0,V03,0,0,1
SKU19586,Leche Reafirmante con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Kit,L'Oréal,50.45,31.29,0,V03,0,0,1
SKU19587,Bálsamo Regenerador con Niacinamida,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Caja,Isdin,47.54,33.21,0,V03,0,0,10
SKU19588,Crema Calmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Kit,La Roche-Posay,109.45,68.21,0,V03,0,0,1
SKU19589,Gel Iluminador con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Paquete,L'Oréal,86.16,57.06,0,V03,0,0,3
SKU19590,Loción Anti-edad con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Unidad,La Roche-Posay,59.8,39.03,0,V03,0,0,2
SKU19591,Sérum Anti-edad con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Caja,Avene,11.66,7.28,0,V03,0,0,1
SKU19592,Espuma Iluminador con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Caja,La Roche-Posay,10.06,5.68,0,V03,0,0,3
SKU19593,Leche Iluminador con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Kit,Avene,51.13,31.11,0,V03,0,0,2
SKU19594,Bálsamo Hidratante con Niacinamida,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Caja,L'Oréal,47.22,32.71,0,V03,0,0,1
SKU19595,Crema Regenerador con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Caja,Eucerin,53.42,34.71,0,V03,0,0,3
SKU19596,Gel Calmante con Niacinamida,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Paquete,Avene,12.08,7.41,0,V03,0,0,1
SKU19597,Loción Reafirmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Kit,CeraVe,27.11,17.24,0,V03,0,0,1
SKU19598,Sérum Reafirmante con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Unidad,Vichy,119.1,69.42,0,V03,0,0,1
SKU19599,Espuma Calmante con Ácido Hialurónico,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Unidad,CeraVe,50.97,35.17,0,V03,0,0,1
SKU19600,Leche Calmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Caja,Isdin,37.29,25.07,0,V03,0,0,3
SKU19601,Bálsamo Anti-edad con Niacinamida,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Unidad,Eucerin,65.36,37.15,0,V03,0,0,3
SKU19602,Crema Hidratante con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Paquete,Vichy,88.44,55.33,0,V03,0,0,3
SKU19603,Gel Regenerador con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Paquete,Eucerin,30.63,19.18,0,V03,0,0,1
SKU19604,Loción Iluminador con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Kit,CeraVe,22.6,15.82,0,V03,0,0,5
SKU19605,Sérum Iluminador con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Unidad,L'Oréal,118.08,77.85,0,V03,0,0,2
SKU19606,Espuma Regenerador con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Kit,Eucerin,19.95,12.03,0,V03,0,0,1
SKU19607,Leche Regenerador con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Unidad,Avene,108.11,63.04,0,V03,0,0,20
SKU19608,Bálsamo Reafirmante con Ácido Hialurónico,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Caja,L'Oréal,48.25,29.17,0,V03,0,0,2
SKU19609,Crema Anti-edad con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Kit,Vichy,116.35,81.08,0,V03,0,0,3
SKU19610,Gel Hidratante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Unidad,Vichy,21.28,12.45,0,V03,0,0,50
SKU19611,Loción Calmante con Ácido Hialurónico,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Unidad,Avene,31.99,21.89,0,V03,0,0,5
SKU19612,Sérum Calmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Caja,CeraVe,13.19,7.62,0,V03,0,0,1
SKU19613,Espuma Hidratante con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Kit,CeraVe,57.71,33.27,0,V03,0,0,2
SKU19614,Leche Hidratante con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Unidad,Eucerin,67.33,46.59,0,V03,0,0,1
SKU19615,Bálsamo Iluminador con Ácido Hialurónico,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Unidad,L'Oréal,100.39,64.22,0,V03,0,0,3
SKU19616,Crema Reafirmante con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Paquete,Isdin,59.63,36.53,0,V03,0,0,2
SKU19617,Gel Anti-edad con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Paquete,L'Oréal,92.64,60.85,0,V03,0,0,3
SKU19618,Loción Regenerador con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Kit,La Roche-Posay,109.08,63.19,0,V03,0,0,3
SKU19619,Sérum Regenerador con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Kit,Avene,25.97,14.65,0,V03,0,0,3
SKU19620,Espuma Anti-edad con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Paquete,La Roche-Posay,37.23,23.58,0,V03,0,0,3
SKU19621,Leche Anti-edad con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Unidad,Avene,26.52,15.19,0,V03,0,0,10
SKU19622,Bálsamo Calmante con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Caja,Eucerin,31.89,19.71,0,V03,0,0,1
SKU19623,Crema Iluminador con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Paquete,Isdin,102.28,61.97,0,V03,0,0,5
SKU19624,Gel Reafirmante con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Unidad,CeraVe,34.43,20.74,0,V03,0,0,2
SKU19625,Loción Hidratante con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Caja,Isdin,52.9,31.8,0,V03,0,0,50
SKU19626,Sérum Hidratante con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Paquete,La Roche-Posay,19.15,12.1,0,V03,0,0,1
SKU19627,Espuma Reafirmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Paquete,Avene,17.25,11.89,0,V03,0,0,10
SKU19628,Leche Reafirmante con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Unidad,CeraVe,50.03,28.75,0,V03,0,0,1
SKU19629,Bálsamo Regenerador con Niacinamida,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Caja,Vichy,66.88,43.92,0,V03,0,0,1
SKU19630,Crema Calmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Caja,CeraVe,37.54,21.71,0,V03,0,0,1
SKU19631,Gel Iluminador con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Unidad,Eucerin,51.48,32.84,0,V03,0,0,2
SKU19632,Loción Anti-edad con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Unidad,Isdin,45.23,30.51,0,V03,0,0,100
SKU19633,Sérum Anti-edad con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Paquete,La Roche-Posay,98.38,58.22,0,V03,0,0,2
SKU19634,Espuma Iluminador con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Paquete,L'Oréal,44.12,29.03,0,V03,0,0,1
SKU19635,Leche Iluminador con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Unidad,Isdin,34.17,22.34,0,V03,0,0,2
SKU19636,Bálsamo Hidratante con Niacinamida,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Paquete,L'Oréal,19.99,12.1,0,V03,0,0,5
SKU19637,Crema Regenerador con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Caja,Eucerin,95.18,57.78,0,V03,0,0,30
SKU19638,Gel Calmante con Niacinamida,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Caja,L'Oréal,104.44,68.45,0,V03,0,0,1
SKU19639,Loción Reafirmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Paquete,Vichy,80.27,44.74,0,V03,0,0,20
SKU19640,Sérum Reafirmante con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Paquete,Avene,59.06,38.38,0,V03,0,0,2
SKU19641,Espuma Calmante con Ácido Hialurónico,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Paquete,Eucerin,118.64,79.13,0,V03,0,0,2
SKU19642,Leche Calmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Kit,Isdin,113.84,75.29,0,V03,0,0,2
SKU19643,Bálsamo Anti-edad con Niacinamida,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Caja,Eucerin,51.69,34.05,0,V03,0,0,10
SKU19644,Crema Hidratante con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Kit,Vichy,116.32,75.4,0,V03,0,0,1
SKU19645,Gel Regenerador con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Unidad,Vichy,36.33,23.95,0,V03,0,0,1
SKU19646,Loción Iluminador con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Unidad,Vichy,42.12,26.2,0,V03,0,0,1
SKU19647,Sérum Iluminador con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Unidad,Vichy,113.01,76.59,0,V03,0,0,2
SKU19648,Espuma Regenerador con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Kit,La Roche-Posay,52.27,29.95,0,V03,0,0,1
SKU19649,Leche Regenerador con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Paquete,Eucerin,17.64,11.27,0,V03,0,0,10
SKU19650,Bálsamo Reafirmante con Ácido Hialurónico,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Kit,Avene,52.48,29.82,0,V03,0,0,3
SKU19651,Crema Anti-edad con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Unidad,La Roche-Posay,47.35,32.99,0,V03,0,0,10
SKU19652,Gel Hidratante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Caja,Avene,81.42,45.29,0,V03,0,0,3
SKU19653,Loción Calmante con Ácido Hialurónico,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Caja,Isdin,105.66,62.45,0,V03,0,0,50
SKU19654,Sérum Calmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Kit,La Roche-Posay,69.02,46.13,0,V03,0,0,1
SKU19655,Espuma Hidratante con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Kit,L'Oréal,61.42,37.0,0,V03,0,0,3
SKU19656,Leche Hidratante con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Caja,Avene,33.18,19.16,0,V03,0,0,50
SKU19657,Bálsamo Iluminador con Ácido Hialurónico,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Caja,Avene,46.29,28.45,0,V03,0,0,1
SKU19658,Crema Reafirmante con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Caja,CeraVe,44.11,27.27,0,V03,0,0,20
SKU19659,Gel Anti-edad con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Unidad,La Roche-Posay,23.23,14.51,0,V03,0,0,2
SKU19660,Loción Regenerador con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Paquete,Eucerin,108.69,69.88,0,V03,0,0,30
SKU19661,Sérum Regenerador con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Paquete,Vichy,83.1,55.87,0,V03,0,0,1
SKU19662,Espuma Anti-edad con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Paquete,Isdin,102.48,58.19,0,V03,0,0,10
SKU19663,Leche Anti-edad con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Leche,Kit,Eucerin,27.5,16.1,0,V03,0,0,1
SKU19664,Bálsamo Calmante con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Bálsamo,Caja,Vichy,45.39,28.66,0,V03,0,0,3
SKU19665,Crema Iluminador con Retinol,"Incontinencia y Geriatría (Pañales, Protectores)",Crema,Caja,La Roche-Posay,44.1,25.74,0,V03,0,0,2
SKU19666,Gel Reafirmante con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Gel,Unidad,Isdin,100.22,69.97,0,V03,0,0,30
SKU19667,Loción Hidratante con Ceramidas,"Incontinencia y Geriatría (Pañales, Protectores)",Loción,Unidad,La Roche-Posay,114.89,74.24,0,V03,0,0,30
SKU19668,Sérum Hidratante con Centella,"Incontinencia y Geriatría (Pañales, Protectores)",Sérum,Caja,Isdin,104.96,64.27,0,V03,0,0,10
SKU19669,Espuma Reafirmante con Vitamina C,"Incontinencia y Geriatría (Pañales, Protectores)",Espuma,Caja,Vichy,67.16,46.16,0,V03,0,0,2
SKU19670,Cuidado de Heri X0 Forte,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Medipharma,74.87,44.48,0,V03,0,0,10
SKU19671,Cuidado de Heri Z1 Plus,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Laboratorios Life,104.63,72.81,0,V03,0,0,1
SKU19672,Cuidado de Heri M2 Rapid,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Ecuaquímica,22.31,13.44,0,V03,0,0,3
SKU19673,Cuidado de Heri N3 SR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Laboratorios Life,61.41,42.75,0,V03,0,0,50
SKU19674,Cuidado de Heri S4 XR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Farmadonal,15.14,9.58,0,V03,0,0,20
SKU19675,Cuidado de Heri A5 Duo,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Laboratorios Life,13.42,8.29,0,V03,0,0,1
SKU19676,Cuidado de Heri C6 Max,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Laboratorios Sierra,66.19,41.94,0,V03,0,0,10
SKU19677,Cuidado de Heri F7,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Ecuaquímica,87.53,57.5,0,V03,0,0,1
SKU19678,Cuidado de Heri T8 Forte,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Ecuaquímica,102.64,64.04,0,V03,0,0,3
SKU19679,Cuidado de Heri B9 Plus,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Laboratorios Sierra,48.14,28.28,0,V03,0,0,2
SKU19680,Cuidado de Heri X10 Rapid,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Medipharma,29.79,17.2,0,V03,0,0,1
SKU19681,Cuidado de Heri Z11 SR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Ecuaquímica,108.1,75.46,0,V03,0,0,3
SKU19682,Cuidado de Heri M12 XR,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Medipharma,89.15,60.49,0,V03,0,0,20
SKU19683,Cuidado de Heri N13 Duo,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Laboratorios Life,18.9,10.44,0,V03,0,0,2
SKU19684,Cuidado de Heri S14 Max,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Ecuaquímica,104.67,73.04,0,V03,0,0,1
SKU19685,Cuidado de Heri A15,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Farmadonal,72.94,46.79,0,V03,0,0,3
SKU19686,Cuidado de Heri C16 Forte,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Farmadonal,63.89,38.91,0,V03,0,0,1
SKU19687,Cuidado de Heri F17 Plus,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Laboratorios Sierra,76.87,45.85,0,V03,0,0,3
SKU19688,Cuidado de Heri T18 Rapid,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Ecuaquímica,12.77,7.97,0,V03,0,0,5
SKU19689,Cuidado de Heri B19 SR,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Farmadonal,69.08,47.62,0,V03,0,0,10
SKU19690,Cuidado de Heri X20 XR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Laboratorios Sierra,104.37,58.2,0,V03,0,0,20
SKU19691,Cuidado de Heri Z21 Duo,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Farmadonal,104.16,68.65,0,V03,0,0,3
SKU19692,Cuidado de Heri M22 Max,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Farmadonal,42.04,29.3,0,V03,0,0,1
SKU19693,Cuidado de Heri N23,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Farmadonal,29.87,19.91,0,V03,0,0,3
SKU19694,Cuidado de Heri S24 Forte,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Farmadonal,39.46,26.8,0,V03,0,0,2
SKU19695,Cuidado de Heri A25 Plus,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Medipharma,20.22,13.31,0,V03,0,0,3
SKU19696,Cuidado de Heri C26 Rapid,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Farmadonal,27.44,19.14,0,V03,0,0,3
SKU19697,Cuidado de Heri F27 SR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Ecuaquímica,71.69,48.95,0,V03,0,0,1
SKU19698,Cuidado de Heri T28 XR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Ecuaquímica,82.2,57.31,0,V03,0,0,30
SKU19699,Cuidado de Heri B29 Duo,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Medipharma,82.5,53.19,0,V03,0,0,3
SKU19700,Cuidado de Heri X30 Max,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Laboratorios Sierra,68.35,43.41,0,V03,0,0,100
SKU19701,Cuidado de Heri Z31,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Laboratorios Life,65.56,44.35,0,V03,0,0,3
SKU19702,Cuidado de Heri M32 Forte,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Ecuaquímica,43.64,30.23,0,V03,0,0,1
SKU19703,Cuidado de Heri N33 Plus,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Ecuaquímica,91.66,51.41,0,V03,0,0,1
SKU19704,Cuidado de Heri S34 Rapid,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Medipharma,20.34,14.13,0,V03,0,0,1
SKU19705,Cuidado de Heri A35 SR,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Laboratorios Sierra,52.35,34.24,0,V03,0,0,1
SKU19706,Cuidado de Heri C36 XR,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Medipharma,83.99,49.8,0,V03,0,0,5
SKU19707,Cuidado de Heri F37 Duo,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Medipharma,39.57,23.97,0,V03,0,0,10
SKU19708,Cuidado de Heri T38 Max,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Ecuaquímica,112.14,66.6,0,V03,0,0,3
SKU19709,Cuidado de Heri B39,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Medipharma,27.12,16.02,0,V03,0,0,2
SKU19710,Cuidado de Heri X40 Forte,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Medipharma,93.72,60.96,0,V03,0,0,3
SKU19711,Cuidado de Heri Z41 Plus,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Farmadonal,104.18,59.51,0,V03,0,0,3
SKU19712,Cuidado de Heri M42 Rapid,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Laboratorios Sierra,13.21,8.66,0,V03,0,0,2
SKU19713,Cuidado de Heri N43 SR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Farmadonal,90.75,54.66,0,V03,0,0,1
SKU19714,Cuidado de Heri S44 XR,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Medipharma,45.71,30.25,0,V03,0,0,50
SKU19715,Cuidado de Heri A45 Duo,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Medipharma,90.97,56.09,0,V03,0,0,1
SKU19716,Cuidado de Heri C46 Max,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Laboratorios Sierra,13.32,7.63,0,V03,0,0,10
SKU19717,Cuidado de Heri F47,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Medipharma,109.23,75.65,0,V03,0,0,50
SKU19718,Cuidado de Heri T48 Forte,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Medipharma,52.23,29.99,0,V03,0,0,1
SKU19719,Cuidado de Heri B49 Plus,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Ecuaquímica,26.14,17.0,0,V03,0,0,1
SKU19720,Cuidado de Heri X50 Rapid,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Ecuaquímica,98.78,56.12,0,V03,0,0,3
SKU19721,Cuidado de Heri Z51 SR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Farmadonal,96.44,58.98,0,V03,0,0,1
SKU19722,Cuidado de Heri M52 XR,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Ecuaquímica,91.52,57.87,0,V03,0,0,1
SKU19723,Cuidado de Heri N53 Duo,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Laboratorios Life,47.16,27.52,0,V03,0,0,2
SKU19724,Cuidado de Heri S54 Max,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Ecuaquímica,67.13,43.25,0,V03,0,0,1
SKU19725,Cuidado de Heri A55,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Ecuaquímica,101.59,60.93,0,V03,0,0,1
SKU19726,Cuidado de Heri C56 Forte,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Medipharma,21.31,13.72,0,V03,0,0,10
SKU19727,Cuidado de Heri F57 Plus,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Medipharma,20.97,14.58,0,V03,0,0,3
SKU19728,Cuidado de Heri T58 Rapid,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Laboratorios Sierra,36.35,24.24,0,V03,0,0,30
SKU19729,Cuidado de Heri B59 SR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Ecuaquímica,86.19,53.53,0,V03,0,0,10
SKU19730,Cuidado de Heri X60 XR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Laboratorios Sierra,74.41,42.34,0,V03,0,0,1
SKU19731,Cuidado de Heri Z61 Duo,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Ecuaquímica,68.68,42.29,0,V03,0,0,3
SKU19732,Cuidado de Heri M62 Max,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Laboratorios Sierra,44.04,25.04,0,V03,0,0,1
SKU19733,Cuidado de Heri N63,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Ecuaquímica,85.4,47.89,0,V03,0,0,1
SKU19734,Cuidado de Heri S64 Forte,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Medipharma,116.51,66.88,0,V03,0,0,10
SKU19735,Cuidado de Heri A65 Plus,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Laboratorios Sierra,56.88,34.1,0,V03,0,0,5
SKU19736,Cuidado de Heri C66 Rapid,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Medipharma,53.36,34.26,0,V03,0,0,2
SKU19737,Cuidado de Heri F67 SR,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Ecuaquímica,27.35,16.56,0,V03,0,0,2
SKU19738,Cuidado de Heri T68 XR,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Laboratorios Life,60.69,38.98,0,V03,0,0,2
SKU19739,Cuidado de Heri B69 Duo,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Farmadonal,71.99,42.54,0,V03,0,0,10
SKU19740,Cuidado de Heri X70 Max,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Medipharma,23.02,16.06,0,V03,0,0,3
SKU19741,Cuidado de Heri Z71,Cuidado de Heridas y Cicatrizantes,Cuidado,Paquete,Medipharma,68.92,38.98,0,V03,0,0,1
SKU19742,Cuidado de Heri M72 Forte,Cuidado de Heridas y Cicatrizantes,Cuidado,Caja,Laboratorios Life,24.39,16.39,0,V03,0,0,1
SKU19743,Cuidado de Heri N73 Plus,Cuidado de Heridas y Cicatrizantes,Cuidado,Kit,Ecuaquímica,25.31,14.53,0,V03,0,0,50
SKU19744,Cuidado de Heri S74 Rapid,Cuidado de Heridas y Cicatrizantes,Cuidado,Unidad,Ecuaquímica,27.32,15.54,0,V03,0,0,5
